SOURCE:
[  0.680375,   0.823295,  -0.444451,  -0.270431]
[ -0.211234,  -0.604897,    0.10794,  0.0268018]
[  0.566198,  -0.329554, -0.0452059,   0.904459]
[   0.59688,   0.536459,   0.257742,    0.83239]
RANK:
4
TIME:
1
rows,cols,time_us,rank
179,71,1,71
71,179,1,71
179,73,1,73
73,179,0,73
179,75,1,75
75,179,0,75
179,77,1,77
77,179,2,77
179,79,1,79
79,179,1,79
179,81,1,81
81,179,1,81
179,83,1,83
83,179,1,83
179,85,1,85
85,179,1,85
179,87,1,87
87,179,1,87
179,89,1,89
89,179,1,89
179,91,1,91
91,179,1,91
179,93,0,93
93,179,0,93
179,95,5,95
95,179,2,95
179,97,1,97
97,179,1,97
179,99,1,99
99,179,1,99
179,101,1,101
101,179,1,101
179,103,1,103
103,179,1,103
179,105,1,105
105,179,1,105
179,107,1,107
107,179,1,107
179,109,1,109
109,179,1,109
179,111,1,111
111,179,1,111
179,113,1,113
113,179,1,113
179,115,1,115
115,179,1,115
179,117,1,117
117,179,0,117
179,119,1,119
119,179,1,119
179,121,1,121
121,179,1,121
179,123,1,123
123,179,1,123
179,125,1,125
125,179,1,125
179,127,2,127
127,179,1,127
179,129,1,129
129,179,1,129
179,131,1,131
131,179,1,131
179,133,1,133
133,179,1,133
179,135,1,135
135,179,1,135
179,137,1,137
137,179,1,137
179,139,1,139
139,179,1,139
179,141,1,141
141,179,1,141
179,143,2,143
143,179,1,143
179,145,1,145
145,179,1,145
179,147,1,147
147,179,1,147
179,149,1,149
149,179,1,149
179,151,0,151
151,179,1,151
179,153,1,153
153,179,1,153
179,155,1,155
155,179,1,155
179,157,1,157
157,179,1,157
179,159,1,159
159,179,1,159
179,161,1,161
161,179,1,161
179,163,1,163
163,179,1,163
179,165,0,165
165,179,1,165
179,167,1,167
167,179,1,167
179,169,1,169
169,179,1,169
179,171,1,171
171,179,1,171
179,173,1,173
173,179,0,173
179,175,1,175
175,179,1,175
179,177,1,177
177,179,1,177
179,179,1,179
181,65,1,65
65,181,1,65
181,67,1,67
67,181,1,67
181,69,0,69
69,181,0,69
181,71,0,71
71,181,1,71
181,73,1,73
73,181,0,73
181,75,1,75
75,181,1,75
181,77,1,77
77,181,1,77
181,79,1,79
79,181,1,79
181,81,1,81
81,181,1,81
181,83,1,83
83,181,0,83
181,85,1,85
85,181,0,85
181,87,1,87
87,181,1,87
181,89,1,89
89,181,1,89
181,91,1,91
91,181,1,91
181,93,1,93
93,181,1,93
181,95,1,95
95,181,1,95
181,97,1,97
97,181,1,97
181,99,1,99
99,181,1,99
181,101,1,101
101,181,1,101
181,103,1,103
103,181,1,103
181,105,1,105
105,181,0,105
181,107,0,107
107,181,1,107
181,109,1,109
109,181,1,109
181,111,1,111
111,181,1,111
181,113,1,113
113,181,0,113
181,115,1,115
115,181,1,115
181,117,1,117
117,181,1,117
181,119,1,119
119,181,1,119
181,121,1,121
121,181,1,121
181,123,1,123
123,181,1,123
181,125,1,125
125,181,1,125
181,127,1,127
127,181,1,127
181,129,1,129
129,181,1,129
181,131,1,131
131,181,1,131
181,133,1,133
133,181,1,133
181,135,1,135
135,181,0,135
181,137,1,137
137,181,1,137
181,139,1,139
139,181,1,139
181,141,1,141
141,181,1,141
181,143,1,143
143,181,1,143
181,145,1,145
145,181,1,145
181,147,1,147
147,181,1,147
181,149,1,149
149,181,1,149
181,151,1,151
151,181,1,151
181,153,1,153
153,181,8,153
181,155,1,155
155,181,1,155
181,157,1,157
157,181,1,157
181,159,1,159
159,181,1,159
181,161,1,161
161,181,1,161
181,163,0,163
163,181,1,163
181,165,1,165
165,181,1,165
181,167,1,167
167,181,1,167
181,169,1,169
169,181,1,169
181,171,1,171
171,181,1,171
181,173,1,173
173,181,1,173
181,175,1,175
175,181,1,175
181,177,1,177
177,181,1,177
181,179,1,179
179,181,1,179
181,181,1,181
183,65,1,65
65,183,1,65
183,67,1,67
67,183,1,67
183,69,1,69
69,183,1,69
183,71,0,71
71,183,1,71
183,73,1,73
73,183,1,73
183,75,1,75
75,183,1,75
183,77,1,77
77,183,1,77
183,79,1,79
79,183,1,79
183,81,1,81
81,183,1,81
183,83,1,83
83,183,1,83
183,85,1,85
85,183,1,85
183,87,1,87
87,183,1,87
183,89,1,89
89,183,1,89
183,91,1,91
91,183,1,91
183,93,1,93
93,183,1,93
183,95,1,95
95,183,1,95
183,97,1,97
97,183,1,97
183,99,1,99
99,183,1,99
183,101,1,101
101,183,1,101
183,103,1,103
103,183,1,103
183,105,1,105
105,183,1,105
183,107,1,107
107,183,1,107
183,109,1,109
109,183,1,109
183,111,1,111
111,183,1,111
183,113,1,113
113,183,1,113
183,115,1,115
115,183,1,115
183,117,1,117
117,183,1,117
183,119,1,119
119,183,0,119
183,121,1,121
121,183,1,121
183,123,1,123
123,183,1,123
183,125,1,125
125,183,1,125
183,127,1,127
127,183,0,127
183,129,1,129
129,183,1,129
183,131,1,131
131,183,1,131
183,133,1,133
133,183,1,133
183,135,1,135
135,183,1,135
183,137,1,137
137,183,1,137
183,139,1,139
139,183,1,139
183,141,1,141
141,183,1,141
183,143,1,143
143,183,0,143
183,145,1,145
145,183,1,145
183,147,1,147
147,183,1,147
183,149,1,149
149,183,1,149
183,151,1,151
151,183,1,151
183,153,1,153
153,183,1,153
183,155,1,155
155,183,1,155
183,157,1,157
157,183,1,157
183,159,1,159
159,183,1,159
183,161,1,161
161,183,1,161
183,163,1,163
163,183,1,163
183,165,1,165
165,183,1,165
183,167,1,167
167,183,1,167
183,169,1,169
169,183,1,169
183,171,1,171
171,183,1,171
183,173,1,173
173,183,1,173
183,175,1,175
175,183,1,175
183,177,1,177
177,183,1,177
183,179,1,179
179,183,1,179
183,181,1,181
181,183,1,181
183,183,1,183
185,65,1,65
65,185,1,65
185,67,1,67
67,185,1,67
185,69,1,69
69,185,1,69
185,71,1,71
71,185,0,71
185,73,1,73
73,185,1,73
185,75,1,75
75,185,1,75
185,77,1,77
77,185,1,77
185,79,1,79
79,185,1,79
185,81,0,81
81,185,1,81
185,83,1,83
83,185,1,83
185,85,1,85
85,185,1,85
185,87,1,87
87,185,1,87
185,89,1,89
89,185,1,89
185,91,1,91
91,185,1,91
185,93,1,93
93,185,1,93
185,95,1,95
95,185,1,95
185,97,1,97
97,185,1,97
185,99,1,99
99,185,1,99
185,101,0,101
101,185,1,101
185,103,1,103
103,185,1,103
185,105,1,105
105,185,1,105
185,107,1,107
107,185,1,107
185,109,1,109
109,185,1,109
185,111,1,111
111,185,1,111
185,113,1,113
113,185,0,113
185,115,1,115
115,185,1,115
185,117,1,117
117,185,1,117
185,119,0,119
119,185,1,119
185,121,1,121
121,185,1,121
185,123,1,123
123,185,1,123
185,125,1,125
125,185,0,125
185,127,1,127
127,185,1,127
185,129,1,129
129,185,1,129
185,131,2,131
131,185,1,131
185,133,1,133
133,185,1,133
185,135,1,135
135,185,1,135
185,137,1,137
137,185,1,137
185,139,1,139
139,185,1,139
185,141,1,141
141,185,1,141
185,143,1,143
143,185,1,143
185,145,1,145
145,185,9,145
185,147,1,147
147,185,1,147
185,149,1,149
149,185,1,149
185,151,1,151
151,185,1,151
185,153,1,153
153,185,1,153
185,155,1,155
155,185,1,155
185,157,1,157
157,185,1,157
185,159,1,159
159,185,1,159
185,161,1,161
161,185,0,161
185,163,1,163
163,185,1,163
185,165,1,165
165,185,1,165
185,167,1,167
167,185,1,167
185,169,1,169
169,185,1,169
185,171,1,171
171,185,1,171
185,173,0,173
173,185,1,173
185,175,1,175
175,185,1,175
185,177,1,177
177,185,1,177
185,179,1,179
179,185,1,179
185,181,1,181
181,185,1,181
185,183,1,183
183,185,1,183
185,185,1,185
187,67,1,67
67,187,1,67
187,69,1,69
69,187,1,69
187,71,1,71
71,187,1,71
187,73,1,73
73,187,1,73
187,75,1,75
75,187,1,75
187,77,1,77
77,187,1,77
187,79,1,79
79,187,1,79
187,81,1,81
81,187,2,81
187,83,1,83
83,187,1,83
187,85,1,85
85,187,1,85
187,87,1,87
87,187,1,87
187,89,1,89
89,187,1,89
187,91,1,91
91,187,1,91
187,93,1,93
93,187,1,93
187,95,0,95
95,187,1,95
187,97,1,97
97,187,1,97
187,99,1,99
99,187,1,99
187,101,0,101
101,187,1,101
187,103,1,103
103,187,1,103
187,105,1,105
105,187,1,105
187,107,1,107
107,187,1,107
187,109,1,109
109,187,1,109
187,111,1,111
111,187,1,111
187,113,1,113
113,187,1,113
187,115,1,115
115,187,1,115
187,117,1,117
117,187,1,117
187,119,1,119
119,187,1,119
187,121,1,121
121,187,1,121
187,123,1,123
123,187,1,123
187,125,1,125
125,187,1,125
187,127,1,127
127,187,1,127
187,129,1,129
129,187,1,129
187,131,1,131
131,187,1,131
187,133,1,133
133,187,1,133
187,135,1,135
135,187,1,135
187,137,1,137
137,187,1,137
187,139,1,139
139,187,1,139
187,141,1,141
141,187,1,141
187,143,1,143
143,187,1,143
187,145,1,145
145,187,1,145
187,147,1,147
147,187,1,147
187,149,1,149
149,187,1,149
187,151,1,151
151,187,1,151
187,153,0,153
153,187,1,153
187,155,1,155
155,187,1,155
187,157,1,157
157,187,1,157
187,159,1,159
159,187,1,159
187,161,1,161
161,187,1,161
187,163,1,163
163,187,1,163
187,165,1,165
165,187,1,165
187,167,1,167
167,187,1,167
187,169,1,169
169,187,1,169
187,171,6,171
171,187,1,171
187,173,1,173
173,187,1,173
187,175,1,175
175,187,1,175
187,177,1,177
177,187,1,177
187,179,1,179
179,187,1,179
187,181,1,181
181,187,1,181
187,183,1,183
183,187,1,183
187,185,1,185
185,187,1,185
187,187,1,187
189,67,1,67
67,189,1,67
189,69,1,69
69,189,0,69
189,71,1,71
71,189,1,71
189,73,1,73
73,189,0,73
189,75,1,75
75,189,0,75
189,77,1,77
77,189,1,77
189,79,1,79
79,189,0,79
189,81,1,81
81,189,1,81
189,83,1,83
83,189,1,83
189,85,1,85
85,189,1,85
189,87,1,87
87,189,1,87
189,89,0,89
89,189,1,89
189,91,1,91
91,189,1,91
189,93,1,93
93,189,1,93
189,95,0,95
95,189,0,95
189,97,0,97
97,189,1,97
189,99,1,99
99,189,1,99
189,101,1,101
101,189,1,101
189,103,1,103
103,189,1,103
189,105,1,105
105,189,1,105
189,107,1,107
107,189,0,107
189,109,1,109
109,189,1,109
189,111,1,111
111,189,1,111
189,113,1,113
113,189,1,113
189,115,1,115
115,189,1,115
189,117,1,117
117,189,0,117
189,119,1,119
119,189,1,119
189,121,1,121
121,189,1,121
189,123,1,123
123,189,1,123
189,125,1,125
125,189,1,125
189,127,1,127
127,189,1,127
189,129,1,129
129,189,1,129
189,131,1,131
131,189,1,131
189,133,1,133
133,189,1,133
189,135,1,135
135,189,1,135
189,137,1,137
137,189,1,137
189,139,1,139
139,189,1,139
189,141,1,141
141,189,0,141
189,143,1,143
143,189,1,143
189,145,1,145
145,189,1,145
189,147,1,147
147,189,1,147
189,149,1,149
149,189,1,149
189,151,1,151
151,189,1,151
189,153,1,153
153,189,1,153
189,155,1,155
155,189,0,155
189,157,1,157
157,189,1,157
189,159,1,159
159,189,1,159
189,161,1,161
161,189,1,161
189,163,1,163
163,189,1,163
189,165,1,165
165,189,1,165
189,167,1,167
167,189,1,167
189,169,1,169
169,189,1,169
189,171,1,171
171,189,0,171
189,173,1,173
173,189,1,173
189,175,9,175
175,189,1,175
189,177,1,177
177,189,1,177
189,179,1,179
179,189,1,179
189,181,0,181
181,189,1,181
189,183,1,183
183,189,1,183
189,185,1,185
185,189,1,185
189,187,1,187
187,189,1,187
189,189,1,189
191,67,1,67
67,191,1,67
191,69,1,69
69,191,1,69
191,71,1,71
71,191,1,71
191,73,1,73
73,191,1,73
191,75,1,75
75,191,1,75
191,77,1,77
77,191,1,77
191,79,1,79
79,191,1,79
191,81,1,81
81,191,1,81
191,83,1,83
83,191,1,83
191,85,1,85
85,191,1,85
191,87,1,87
87,191,1,87
191,89,1,89
89,191,1,89
191,91,1,91
91,191,1,91
191,93,1,93
93,191,0,93
191,95,1,95
95,191,1,95
191,97,1,97
97,191,1,97
191,99,1,99
99,191,0,99
191,101,1,101
101,191,1,101
191,103,1,103
103,191,1,103
191,105,1,105
105,191,1,105
191,107,1,107
107,191,1,107
191,109,1,109
109,191,1,109
191,111,1,111
111,191,1,111
191,113,1,113
113,191,1,113
191,115,2,115
115,191,1,115
191,117,1,117
117,191,1,117
191,119,1,119
119,191,1,119
191,121,1,121
121,191,1,121
191,123,1,123
123,191,1,123
191,125,1,125
125,191,1,125
191,127,1,127
127,191,1,127
191,129,1,129
129,191,1,129
191,131,1,131
131,191,1,131
191,133,1,133
133,191,1,133
191,135,1,135
135,191,1,135
191,137,1,137
137,191,1,137
191,139,1,139
139,191,1,139
191,141,1,141
141,191,1,141
191,143,1,143
143,191,1,143
191,145,1,145
145,191,1,145
191,147,1,147
147,191,1,147
191,149,1,149
149,191,1,149
191,151,1,151
151,191,1,151
191,153,1,153
153,191,1,153
191,155,1,155
155,191,1,155
191,157,1,157
157,191,1,157
191,159,1,159
159,191,1,159
191,161,1,161
161,191,1,161
191,163,1,163
163,191,1,163
191,165,1,165
165,191,1,165
191,167,1,167
167,191,1,167
191,169,1,169
169,191,1,169
191,171,1,171
171,191,1,171
191,173,1,173
173,191,1,173
191,175,1,175
175,191,1,175
191,177,1,177
177,191,1,177
191,179,1,179
179,191,1,179
191,181,1,181
181,191,1,181
191,183,1,183
183,191,1,183
191,185,1,185
185,191,1,185
191,187,1,187
187,191,1,187
191,189,1,189
189,191,1,189
191,191,1,191
193,69,1,69
69,193,1,69
193,71,1,71
71,193,1,71
193,73,1,73
73,193,1,73
193,75,1,75
75,193,1,75
193,77,1,77
77,193,1,77
193,79,1,79
79,193,1,79
193,81,1,81
81,193,1,81
193,83,1,83
83,193,1,83
193,85,1,85
85,193,1,85
193,87,1,87
87,193,1,87
193,89,0,89
89,193,1,89
193,91,1,91
91,193,1,91
193,93,1,93
93,193,1,93
193,95,1,95
95,193,1,95
193,97,1,97
97,193,1,97
193,99,0,99
99,193,1,99
193,101,0,101
101,193,1,101
193,103,1,103
103,193,1,103
193,105,1,105
105,193,1,105
193,107,1,107
107,193,1,107
193,109,1,109
109,193,1,109
193,111,0,111
111,193,1,111
193,113,1,113
113,193,1,113
193,115,1,115
115,193,1,115
193,117,1,117
117,193,1,117
193,119,1,119
119,193,0,119
193,121,1,121
121,193,1,121
193,123,1,123
123,193,1,123
193,125,1,125
125,193,1,125
193,127,1,127
127,193,1,127
193,129,1,129
129,193,1,129
193,131,1,131
131,193,1,131
193,133,1,133
133,193,1,133
193,135,1,135
135,193,1,135
193,137,1,137
137,193,1,137
193,139,0,139
139,193,1,139
193,141,1,141
141,193,1,141
193,143,1,143
143,193,1,143
193,145,1,145
145,193,1,145
193,147,1,147
147,193,1,147
193,149,1,149
149,193,1,149
193,151,1,151
151,193,1,151
193,153,1,153
153,193,1,153
193,155,1,155
155,193,1,155
193,157,1,157
157,193,1,157
193,159,1,159
159,193,1,159
193,161,1,161
161,193,1,161
193,163,1,163
163,193,1,163
193,165,1,165
165,193,1,165
193,167,1,167
167,193,1,167
193,169,1,169
169,193,1,169
193,171,1,171
171,193,1,171
193,173,1,173
173,193,1,173
193,175,1,175
175,193,1,175
193,177,1,177
177,193,1,177
193,179,1,179
179,193,1,179
193,181,2,181
181,193,1,181
193,183,1,183
183,193,1,183
193,185,1,185
185,193,1,185
193,187,1,187
187,193,1,187
193,189,1,189
189,193,1,189
193,191,1,191
191,193,1,191
193,193,1,193
195,69,1,69
69,195,1,69
195,71,1,71
71,195,1,71
195,73,1,73
73,195,1,73
195,75,1,75
75,195,1,75
195,77,1,77
77,195,1,77
195,79,1,79
79,195,1,79
195,81,1,81
81,195,1,81
195,83,1,83
83,195,1,83
195,85,1,85
85,195,1,85
195,87,1,87
87,195,1,87
195,89,1,89
89,195,1,89
195,91,1,91
91,195,1,91
195,93,1,93
93,195,1,93
195,95,1,95
95,195,0,95
195,97,1,97
97,195,1,97
195,99,1,99
99,195,1,99
195,101,1,101
101,195,1,101
195,103,1,103
103,195,0,103
195,105,1,105
105,195,1,105
195,107,1,107
107,195,1,107
195,109,0,109
109,195,1,109
195,111,1,111
111,195,1,111
195,113,1,113
113,195,1,113
195,115,1,115
115,195,1,115
195,117,1,117
117,195,1,117
195,119,1,119
119,195,1,119
195,121,1,121
121,195,1,121
195,123,1,123
123,195,1,123
195,125,1,125
125,195,1,125
195,127,1,127
127,195,1,127
195,129,1,129
129,195,1,129
195,131,1,131
131,195,1,131
195,133,1,133
133,195,1,133
195,135,1,135
135,195,1,135
195,137,1,137
137,195,1,137
195,139,1,139
139,195,1,139
195,141,1,141
141,195,1,141
195,143,1,143
143,195,1,143
195,145,1,145
145,195,1,145
195,147,1,147
147,195,1,147
195,149,1,149
149,195,1,149
195,151,0,151
151,195,1,151
195,153,1,153
153,195,1,153
195,155,1,155
155,195,1,155
195,157,1,157
157,195,1,157
195,159,1,159
159,195,1,159
195,161,1,161
161,195,1,161
195,163,1,163
163,195,1,163
195,165,1,165
165,195,1,165
195,167,1,167
167,195,1,167
195,169,1,169
169,195,1,169
195,171,1,171
171,195,1,171
195,173,2,173
173,195,1,173
195,175,1,175
175,195,1,175
195,177,1,177
177,195,1,177
195,179,1,179
179,195,1,179
195,181,1,181
181,195,1,181
195,183,1,183
183,195,1,183
195,185,1,185
185,195,1,185
195,187,1,187
187,195,0,187
195,189,1,189
189,195,1,189
195,191,1,191
191,195,1,191
195,193,1,193
193,195,1,193
195,195,1,195
197,69,1,69
69,197,1,69
197,71,1,71
71,197,1,71
197,73,1,73
73,197,1,73
197,75,1,75
75,197,1,75
197,77,1,77
77,197,1,77
197,79,1,79
79,197,1,79
197,81,1,81
81,197,1,81
197,83,1,83
83,197,1,83
197,85,1,85
85,197,1,85
197,87,1,87
87,197,1,87
197,89,1,89
89,197,1,89
197,91,1,91
91,197,0,91
197,93,1,93
93,197,1,93
197,95,0,95
95,197,1,95
197,97,2,97
97,197,1,97
197,99,1,99
99,197,1,99
197,101,1,101
101,197,0,101
197,103,1,103
103,197,1,103
197,105,1,105
105,197,1,105
197,107,1,107
107,197,1,107
197,109,1,109
109,197,1,109
197,111,1,111
111,197,1,111
197,113,1,113
113,197,1,113
197,115,1,115
115,197,0,115
197,117,1,117
117,197,1,117
197,119,1,119
119,197,1,119
197,121,1,121
121,197,0,121
197,123,1,123
123,197,1,123
197,125,1,125
125,197,0,125
197,127,1,127
127,197,1,127
197,129,0,129
129,197,0,129
197,131,1,131
131,197,1,131
197,133,1,133
133,197,1,133
197,135,1,135
135,197,1,135
197,137,1,137
137,197,1,137
197,139,1,139
139,197,1,139
197,141,1,141
141,197,1,141
197,143,1,143
143,197,1,143
197,145,1,145
145,197,1,145
197,147,1,147
147,197,1,147
197,149,1,149
149,197,1,149
197,151,1,151
151,197,1,151
197,153,1,153
153,197,1,153
197,155,1,155
155,197,1,155
197,157,1,157
157,197,1,157
197,159,1,159
159,197,1,159
197,161,1,161
161,197,1,161
197,163,0,163
163,197,1,163
197,165,1,165
165,197,1,165
197,167,1,167
167,197,1,167
197,169,1,169
169,197,1,169
197,171,2,171
171,197,1,171
197,173,1,173
173,197,1,173
197,175,1,175
175,197,1,175
197,177,1,177
177,197,1,177
197,179,1,179
179,197,1,179
197,181,1,181
181,197,1,181
197,183,1,183
183,197,1,183
197,185,1,185
185,197,1,185
197,187,1,187
187,197,1,187
197,189,1,189
189,197,1,189
197,191,1,191
191,197,1,191
197,193,1,193
193,197,1,193
197,195,1,195
195,197,1,195
197,197,1,197
199,71,0,71
71,199,1,71
199,73,1,73
73,199,1,73
199,75,1,75
75,199,1,75
199,77,1,77
77,199,1,77
199,79,1,79
79,199,1,79
199,81,1,81
81,199,1,81
199,83,1,83
83,199,1,83
199,85,1,85
85,199,1,85
199,87,1,87
87,199,1,87
199,89,1,89
89,199,0,89
199,91,1,91
91,199,1,91
199,93,1,93
93,199,1,93
199,95,1,95
95,199,1,95
199,97,1,97
97,199,1,97
199,99,1,99
99,199,1,99
199,101,1,101
101,199,0,101
199,103,0,103
103,199,1,103
199,105,1,105
105,199,1,105
199,107,1,107
107,199,1,107
199,109,1,109
109,199,1,109
199,111,1,111
111,199,1,111
199,113,1,113
113,199,1,113
199,115,1,115
115,199,1,115
199,117,1,117
117,199,1,117
199,119,1,119
119,199,1,119
199,121,1,121
121,199,1,121
199,123,1,123
123,199,1,123
199,125,1,125
125,199,1,125
199,127,1,127
127,199,1,127
199,129,1,129
129,199,1,129
199,131,1,131
131,199,1,131
199,133,1,133
133,199,1,133
199,135,0,135
135,199,1,135
199,137,1,137
137,199,1,137
199,139,1,139
139,199,1,139
199,141,1,141
141,199,1,141
199,143,1,143
143,199,1,143
199,145,1,145
145,199,1,145
199,147,1,147
147,199,1,147
199,149,1,149
149,199,1,149
199,151,1,151
151,199,1,151
199,153,1,153
153,199,0,153
199,155,1,155
155,199,4,155
199,157,1,157
157,199,1,157
199,159,1,159
159,199,6,159
199,161,1,161
161,199,1,161
199,163,1,163
163,199,1,163
199,165,1,165
165,199,1,165
199,167,1,167
167,199,2,167
199,169,1,169
169,199,1,169
199,171,1,171
171,199,1,171
199,173,1,173
173,199,1,173
199,175,1,175
175,199,1,175
199,177,1,177
177,199,1,177
199,179,1,179
179,199,1,179
199,181,1,181
181,199,1,181
199,183,1,183
183,199,1,183
199,185,1,185
185,199,0,185
199,187,1,187
187,199,1,187
199,189,1,189
189,199,1,189
199,191,1,191
191,199,1,191
199,193,1,193
193,199,1,193
199,195,1,195
195,199,1,195
199,197,1,197
197,199,1,197
199,199,1,199
201,71,1,71
71,201,1,71
201,73,1,73
73,201,1,73
201,75,1,75
75,201,1,75
201,77,1,77
77,201,1,77
201,79,1,79
79,201,1,79
201,81,0,81
81,201,1,81
201,83,1,83
83,201,1,83
201,85,1,85
85,201,1,85
201,87,1,87
87,201,1,87
201,89,1,89
89,201,0,89
201,91,0,91
91,201,1,91
201,93,1,93
93,201,1,93
201,95,1,95
95,201,1,95
201,97,1,97
97,201,1,97
201,99,1,99
99,201,1,99
201,101,0,101
101,201,1,101
201,103,1,103
103,201,0,103
201,105,1,105
105,201,1,105
201,107,1,107
107,201,1,107
201,109,1,109
109,201,1,109
201,111,1,111
111,201,1,111
201,113,1,113
113,201,1,113
201,115,1,115
115,201,1,115
201,117,1,117
117,201,1,117
201,119,1,119
119,201,1,119
201,121,1,121
121,201,1,121
201,123,1,123
123,201,1,123
201,125,1,125
125,201,1,125
201,127,1,127
127,201,1,127
201,129,1,129
129,201,1,129
201,131,1,131
131,201,1,131
201,133,0,133
133,201,1,133
201,135,1,135
135,201,1,135
201,137,2,137
137,201,1,137
201,139,1,139
139,201,1,139
201,141,1,141
141,201,1,141
201,143,1,143
143,201,1,143
201,145,1,145
145,201,1,145
201,147,1,147
147,201,1,147
201,149,1,149
149,201,1,149
201,151,1,151
151,201,1,151
201,153,1,153
153,201,1,153
201,155,1,155
155,201,1,155
201,157,1,157
157,201,1,157
201,159,1,159
159,201,1,159
201,161,1,161
161,201,1,161
201,163,1,163
163,201,1,163
201,165,1,165
165,201,1,165
201,167,1,167
167,201,3,167
201,169,1,169
169,201,1,169
201,171,1,171
171,201,1,171
201,173,1,173
173,201,1,173
201,175,1,175
175,201,1,175
201,177,1,177
177,201,1,177
201,179,1,179
179,201,1,179
201,181,1,181
181,201,1,181
201,183,1,183
183,201,1,183
201,185,2,185
185,201,1,185
201,187,1,187
187,201,1,187
201,189,1,189
189,201,1,189
201,191,1,191
191,201,1,191
201,193,1,193
193,201,1,193
201,195,1,195
195,201,1,195
201,197,1,197
197,201,1,197
201,199,1,199
199,201,1,199
201,201,1,201
203,73,1,73
73,203,1,73
203,75,1,75
75,203,0,75
203,77,1,77
77,203,1,77
203,79,1,79
79,203,1,79
203,81,0,81
81,203,1,81
203,83,1,83
83,203,1,83
203,85,1,85
85,203,1,85
203,87,1,87
87,203,1,87
203,89,1,89
89,203,1,89
203,91,1,91
91,203,0,91
203,93,1,93
93,203,1,93
203,95,1,95
95,203,1,95
203,97,1,97
97,203,1,97
203,99,1,99
99,203,1,99
203,101,1,101
101,203,1,101
203,103,1,103
103,203,1,103
203,105,1,105
105,203,1,105
203,107,1,107
107,203,1,107
203,109,1,109
109,203,1,109
203,111,1,111
111,203,1,111
203,113,1,113
113,203,1,113
203,115,1,115
115,203,1,115
203,117,1,117
117,203,1,117
203,119,1,119
119,203,1,119
203,121,1,121
121,203,0,121
203,123,1,123
123,203,1,123
203,125,8,125
125,203,1,125
203,127,1,127
127,203,1,127
203,129,1,129
129,203,1,129
203,131,1,131
131,203,1,131
203,133,1,133
133,203,1,133
203,135,1,135
135,203,8,135
203,137,1,137
137,203,1,137
203,139,1,139
139,203,1,139
203,141,1,141
141,203,1,141
203,143,1,143
143,203,1,143
203,145,1,145
145,203,1,145
203,147,1,147
147,203,1,147
203,149,1,149
149,203,0,149
203,151,1,151
151,203,1,151
203,153,1,153
153,203,1,153
203,155,1,155
155,203,1,155
203,157,1,157
157,203,1,157
203,159,1,159
159,203,1,159
203,161,0,161
161,203,0,161
203,163,1,163
163,203,1,163
203,165,1,165
165,203,1,165
203,167,1,167
167,203,1,167
203,169,1,169
169,203,1,169
203,171,1,171
171,203,1,171
203,173,1,173
173,203,1,173
203,175,1,175
175,203,1,175
203,177,1,177
177,203,0,177
203,179,1,179
179,203,1,179
203,181,1,181
181,203,1,181
203,183,1,183
183,203,1,183
203,185,1,185
185,203,1,185
203,187,1,187
187,203,1,187
203,189,1,189
189,203,1,189
203,191,1,191
191,203,1,191
203,193,1,193
193,203,1,193
203,195,1,195
195,203,1,195
203,197,1,197
197,203,1,197
203,199,1,199
199,203,1,199
203,201,1,201
201,203,1,201
203,203,1,203
205,73,1,73
73,205,1,73
205,75,1,75
75,205,1,75
205,77,1,77
77,205,1,77
205,79,1,79
79,205,1,79
205,81,1,81
81,205,1,81
205,83,1,83
83,205,1,83
205,85,1,85
85,205,1,85
205,87,1,87
87,205,1,87
205,89,1,89
89,205,1,89
205,91,1,91
91,205,0,91
205,93,1,93
93,205,1,93
205,95,1,95
95,205,1,95
205,97,1,97
97,205,1,97
205,99,1,99
99,205,1,99
205,101,1,101
101,205,1,101
205,103,1,103
103,205,1,103
205,105,1,105
105,205,1,105
205,107,1,107
107,205,1,107
205,109,1,109
109,205,1,109
205,111,0,111
111,205,1,111
205,113,1,113
113,205,0,113
205,115,1,115
115,205,1,115
205,117,1,117
117,205,1,117
205,119,1,119
119,205,1,119
205,121,1,121
121,205,1,121
205,123,1,123
123,205,0,123
205,125,1,125
125,205,1,125
205,127,1,127
127,205,1,127
205,129,1,129
129,205,1,129
205,131,1,131
131,205,1,131
205,133,1,133
133,205,1,133
205,135,1,135
135,205,1,135
205,137,1,137
137,205,2,137
205,139,1,139
139,205,1,139
205,141,1,141
141,205,1,141
205,143,1,143
143,205,1,143
205,145,1,145
145,205,1,145
205,147,1,147
147,205,1,147
205,149,1,149
149,205,1,149
205,151,1,151
151,205,1,151
205,153,1,153
153,205,1,153
205,155,1,155
155,205,1,155
205,157,1,157
157,205,1,157
205,159,1,159
159,205,1,159
205,161,1,161
161,205,1,161
205,163,1,163
163,205,1,163
205,165,1,165
165,205,1,165
205,167,1,167
167,205,1,167
205,169,1,169
169,205,1,169
205,171,3,171
171,205,1,171
205,173,1,173
173,205,1,173
205,175,1,175
175,205,1,175
205,177,2,177
177,205,1,177
205,179,1,179
179,205,1,179
205,181,1,181
181,205,1,181
205,183,1,183
183,205,1,183
205,185,0,185
185,205,1,185
205,187,1,187
187,205,1,187
205,189,1,189
189,205,1,189
205,191,1,191
191,205,1,191
205,193,1,193
193,205,1,193
205,195,1,195
195,205,1,195
