M1:

25,43,43,17465

43,25,43,17040

43,43,28,19036

28,43,43,19605

43,28,43,19072

43,43,31,21133

31,43,43,21739

43,31,43,21099

43,43,34,23132

34,43,43,23348

43,34,43,23133

43,43,37,25135

37,43,43,25481

43,37,43,25166

43,43,40,27133

40,43,43,27104

43,40,43,27203

43,43,43,29223

25,46,25,10905

46,25,25,10668

25,25,46,10881

28,46,25,12230

46,28,25,11937

25,46,28,12175

28,25,46,12211

28,46,28,13656

46,28,28,13325

28,28,46,13673

31,46,25,13561

46,31,25,13209

25,46,31,13513

31,25,46,13542

31,46,28,15139

46,31,28,14748

28,46,31,15172

31,28,46,15157

31,46,31,16812

46,31,31,16380

31,31,46,16765

34,46,25,14561

46,34,25,14476

25,46,34,14789

34,25,46,14535

34,46,28,16260

46,34,28,16168

28,46,34,16599

34,28,46,16277

34,46,31,18055

46,34,31,17954

31,46,34,18402

34,31,46,18002

34,46,34,19764

46,34,34,19650

34,34,46,19742

37,46,25,15897

46,37,25,15750

25,46,37,16063

37,25,46,15871

37,46,28,17746

46,37,28,17584

28,46,37,18038

37,28,46,17765

37,46,31,19708

46,37,31,19532

31,46,37,19988

37,31,46,19656

37,46,34,21571

46,37,34,21378

34,46,37,21467

37,34,46,21544

37,46,37,23434

46,37,37,23221

37,37,46,23437

40,46,25,16897

46,40,25,17021

25,46,40,17336

40,25,46,16876

40,46,28,18870

46,40,28,19003

28,46,40,19458

40,28,46,18892

40,46,31,20962

46,40,31,21106

31,46,40,21573

40,31,46,20902

40,46,34,22944

46,40,34,23103

34,46,40,23171

40,34,46,22912

40,46,37,24924

46,40,37,25094

37,46,40,25293

40,37,46,24923

40,46,40,26889

46,40,40,27078

40,40,46,26944

43,46,25,18226

46,43,25,18289

25,46,43,18676

43,25,46,18199

43,46,28,20354

46,43,28,20420

28,46,43,20967

43,28,46,20374

43,46,31,22600

46,43,31,22682

31,46,43,23246

43,31,46,22537

43,46,34,24740

46,43,34,24827

34,46,43,24967

43,34,46,24713

43,46,37,26877

46,43,37,26970

37,46,43,27249

43,37,46,26876

43,46,40,29005

46,43,40,29104

40,46,43,28989

43,40,46,29054

43,46,43,31255

46,43,43,31364

43,43,46,31219

46,46,25,19557

25,46,46,19959

46,25,46,19528

46,46,28,21839

28,46,46,22393

46,28,46,21861

46,46,31,24255

31,46,46,24834

46,31,46,24189

46,46,34,26548

34,46,46,26676

46,34,46,26519

46,46,37,28841

37,46,46,29112

46,37,46,28842

46,46,40,31123

40,46,46,30965

46,40,46,31174

46,46,43,33542

43,46,46,33395

46,43,46,33508

46,46,46,35834

25,49,25,11622

49,25,25,11222

25,25,49,11581

28,49,25,13031

49,28,25,12571

25,49,28,12964

28,25,49,13001

28,49,28,14550

49,28,28,14028

28,28,49,14554

31,49,25,14453

49,31,25,13905

25,49,31,14388

31,25,49,14410

31,49,28,16135

49,31,28,15525

28,49,31,16163

31,28,49,16132

31,49,31,17909

49,31,31,17236

31,31,49,17846

34,49,25,15541

49,34,25,15257

25,49,34,15758

34,25,49,15474

34,49,28,17343

49,34,28,17033

28,49,34,17686

34,28,49,17326

34,49,31,19261

49,34,31,18924

31,49,34,19617

34,31,49,19167

34,49,34,21085

49,34,34,20709

34,34,49,21017

37,49,25,16978

49,37,25,16600

25,49,37,17120

37,25,49,16887

37,49,28,18952

49,37,28,18526

28,49,37,19216

37,28,49,18911

37,49,31,21048

49,37,31,20578

31,49,37,21309

37,31,49,20926

37,49,34,23043

49,37,34,22529

34,49,37,22901

37,34,49,22938

37,49,37,25037

49,37,37,24479

37,37,49,24960

40,49,25,17997

49,40,25,17899

25,49,40,18473

40,25,49,17964

40,49,28,20103

49,40,28,19984

28,49,40,20730

40,28,49,20112

40,49,31,22326

49,40,31,22192

31,49,40,22992

40,31,49,22251

40,49,34,24438

49,40,34,24288

34,49,40,24715

40,34,49,24397

40,49,37,26539

49,40,37,26387

37,49,40,27016

40,37,49,26550

40,49,40,28638

49,40,40,28471

40,40,49,28708

43,49,25,19414

49,43,25,19224

25,49,43,19901

43,25,49,19375

43,49,28,21680

49,43,28,21472

28,49,43,22339

43,28,49,21691

43,49,31,24078

49,43,31,23851

31,49,43,24771

