M1:

[ 0.380002, -0.243142, -0.319746,  0.759988]
107,65,65,14484

65,65,107,14735

68,107,38,9293

107,68,38,9073

38,107,68,9583

68,38,107,9165

68,107,41,9931

107,68,41,9695

41,107,68,10050

68,41,107,9883

68,107,44,10555

107,68,44,10313

44,107,68,10828

68,44,107,10585

68,107,47,11442

107,68,47,11169

47,107,68,11609

68,47,107,11313

68,107,50,12083

107,68,50,11792

50,107,68,12072

68,50,107,12067

68,107,53,12717

107,68,53,12418

53,107,68,12857

68,53,107,12889

68,107,56,13342

107,68,56,13036

56,107,68,13355

68,56,107,13608

68,107,59,14231

107,68,59,13897

59,107,68,14100

68,59,107,14074

68,107,62,14867

107,68,62,14521

62,107,68,14883

68,62,107,14785

68,107,65,15503

107,68,65,15142

65,107,68,15349

68,65,107,15490

68,107,68,16133

107,68,68,15763

68,68,107,16195

71,107,38,9743

107,71,38,9465

38,107,71,10118

71,38,107,9611

71,107,41,10408

107,71,41,10115

41,107,71,10604

71,41,107,10357

71,107,44,11069

107,71,44,10759

44,107,71,11432

71,44,107,11115

71,107,47,11999

107,71,47,11658

47,107,71,12256

71,47,107,11897

71,107,50,12665

107,71,50,12310

50,107,71,12741

71,50,107,12749

71,107,53,13334

107,71,53,12958

53,107,71,13566

71,53,107,13502

71,107,56,13991

107,71,56,13605

56,107,71,14094

71,56,107,14018

71,107,59,14924

107,71,59,14502

59,107,71,14878

71,59,107,14756

71,107,62,15589

107,71,62,15153

62,107,71,15703

71,62,107,15496

71,107,65,16254

107,71,65,15803

65,107,71,16190

71,65,107,16243

71,107,68,16914

107,71,68,16449

68,107,71,17016

71,68,107,16984

71,107,71,17848

107,71,71,17348

71,71,107,17722

74,107,38,10007

107,74,38,9863

38,107,74,10494

74,38,107,9875

74,107,41,10694

107,74,41,10541

41,107,74,10998

74,41,107,10653

74,107,44,11371

107,74,44,11212

44,107,74,11854

74,44,107,11454

74,107,47,12323

107,74,47,12147

47,107,74,12712

74,47,107,12219

74,107,50,13011

107,74,50,12824

50,107,74,13216

74,50,107,13091

74,107,53,13695

107,74,53,13501

53,107,74,14072

74,53,107,13640

74,107,56,14378

107,74,56,14174

56,107,74,14621

74,56,107,14400

74,107,59,15326

107,74,59,15106

59,107,74,15433

74,59,107,15160

74,107,62,16014

107,74,62,15788

62,107,74,16290

74,62,107,15922

74,107,65,16700

107,74,65,16461

65,107,74,16798

74,65,107,16686

74,107,68,17379

107,74,68,17138

68,107,74,17654

74,68,107,17444

74,107,71,18331

107,74,71,18071

71,107,74,18504

74,71,107,18204

74,107,74,19017

107,74,74,18752

74,74,107,18967

77,107,38,10458

107,77,38,10258

38,107,77,10874

77,38,107,10329

77,107,41,11173

107,77,41,10962

41,107,77,11393

77,41,107,11129

77,107,44,11884

107,77,44,11661

44,107,77,12284

77,44,107,11965

77,107,47,12881

107,77,47,12633

47,107,77,13166

77,47,107,12866

77,107,50,13595

107,77,50,13338

50,107,77,13694

77,50,107,13458

77,107,53,14309

107,77,53,14044

53,107,77,14578

77,53,107,14252

77,107,56,15022

107,77,56,14741

56,107,77,15146

77,56,107,15048

77,107,59,16017

107,77,59,15716

59,107,77,15991

77,59,107,15843

77,107,62,16736

107,77,62,16425

62,107,77,16876

77,62,107,16639

77,107,65,17453

107,77,65,17126

65,107,77,17403

77,65,107,17436

77,107,68,18160

107,77,68,17823

68,107,77,18289

77,68,107,18231

77,107,71,19158

107,77,71,18795

71,107,77,19174

77,71,107,19028

77,107,74,19875

107,77,74,19503

74,107,77,19700

77,74,107,19824

77,107,77,20587

107,77,77,20206

77,77,107,20617

80,107,38,10745

107,80,38,10652

38,107,80,11238

80,38,107,10609

80,107,41,11481

107,80,41,11387

41,107,80,11780

80,41,107,11465

80,107,44,12214

107,80,44,12113

44,107,80,12699

80,44,107,12381

80,107,47,13234

107,80,47,13119

47,107,80,13613

80,47,107,13217

80,107,50,13970

107,80,50,13852

50,107,80,14159

80,50,107,13829

80,107,53,14707

107,80,53,14585

53,107,80,15077

80,53,107,14641

80,107,56,15436

107,80,56,15309

56,107,80,15663

80,56,107,15462

80,107,59,16459

107,80,59,16322

59,107,80,16538

80,59,107,16278

80,107,62,17194

107,80,62,17053

62,107,80,17454

80,62,107,17096

80,107,65,17936

107,80,65,17787

65,107,80,17998

80,65,107,17914

80,107,68,18661

107,80,68,18509

68,107,80,18917

80,68,107,18732

80,107,71,19683

107,80,71,19521

71,107,80,19833

80,71,107,19552

80,107,74,20419

107,80,74,20253

74,107,80,20379

80,74,107,20366

80,107,77,21156

107,80,77,20987

77,107,80,21293

80,77,107,21185

80,107,80,21902

107,80,80,21711

80,80,107,22001

83,107,38,11177

107,83,38,11050

38,107,83,11775

83,38,107,11063

83,107,41,11939

107,83,41,11803

41,107,83,12338

83,41,107,11919

83,107,44,12696

107,83,44,12561

44,107,83,13303

83,44,107,12872

83,107,47,13758

107,83,47,13608

47,107,83,14259

83,47,107,13531

83,107,50,14525

107,83,50,14371

50,107,83,14827

83,50,107,14376

83,107,53,15294

107,83,53,15128

53,107,83,15787

83,53,107,15230

83,107,56,16051

107,83,56,15879

56,107,83,16401

83,56,107,16078

83,107,59,17114

107,83,59,16929

59,107,83,17314

83,59,107,16926

83,107,62,17880

107,83,62,17688

62,107,83,18278

83,62,107,17779

83,107,65,18647

107,83,65,18448

65,107,83,18843

83,65,107,18631

83,107,68,19409

107,83,68,19203

68,107,83,19803

83,68,107,19478

83,107,71,20470

107,83,71,20249

71,107,83,20767

83,71,107,20332

83,107,74,21235

107,83,74,21006

74,107,83,21330

83,74,107,21181

83,107,77,22005

107,83,77,21765

77,107,83,22292

83,77,107,22025

83,107,80,22757

107,83,80,22521

80,107,83,22904

83,80,107,22878

83,107,83,23822

107,83,83,23568

83,83,107,23731

86,107,38,11622

107,86,38,11444

38,107,86,12150

86,38,107,11505

86,107,41,12418

107,86,41,12229

41,107,86,12735

86,41,107,12486

86,107,44,13207

107,86,44,13012

44,107,86,13725

86,44,107,13189

86,107,47,14317

107,86,47,14101

47,107,86,14719

86,47,107,14076

86,107,50,15115

107,86,50,14885

50,107,86,15299

86,50,107,14958

86,107,53,15905

107,86,53,15668

53,107,86,16296

86,53,107,15840

86,107,56,16697

107,86,56,16448

56,107,86,16926

86,56,107,16729

86,107,59,17807

107,86,59,17538

59,107,86,17875

86,59,107,17610

86,107,62,18600

107,86,62,18322

62,107,86,18864

86,62,107,18497

86,107,65,19398

107,86,65,19108

65,107,86,19448

86,65,107,19382

86,107,68,20188

107,86,68,19888

68,107,86,20442

86,68,107,20264

86,107,71,21296

107,86,71,20970

71,107,86,21432

86,71,107,21149

86,107,74,22091

107,86,74,21758

74,107,86,22018

86,74,107,22035

86,107,77,22890

107,86,77,22545

77,107,86,23010

86,77,107,22920

86,107,80,23676

107,86,80,23327

80,107,86,23644

86,80,107,23802

86,107,83,24782

107,86,83,24414

83,107,86,24588

86,83,107,24693

86,107,86,25582

107,86,86,25198

86,86,107,25571

89,107,38,11888

107,89,38,11842

38,107,89,12524

89,38,107,11851

89,107,41,12704

107,89,41,12653

41,107,89,13131

89,41,107,12771

89,107,44,13514

107,89,44,13462

44,107,89,14149

89,44,107,13493

89,107,47,14639

107,89,47,14583

47,107,89,15176

89,47,107,14396

89,107,50,15458

107,89,50,15397

50,107,89,15781

89,50,107,15298

89,107,53,16273

107,89,53,16212

53,107,89,16800

89,53,107,16206

89,107,56,17084

107,89,56,17020

56,107,89,17455

89,56,107,17106

89,107,59,18208

107,89,59,18140

59,107,89,18428

89,59,107,18017

89,107,62,19024

107,89,62,18957

62,107,89,19448

89,62,107,18919

89,107,65,19843

107,89,65,19769

65,107,89,20054

89,65,107,19823

89,107,68,20651

107,89,68,20574

68,107,89,21076

89,68,107,20727

89,107,71,21781

107,89,71,21700

71,107,89,22098

89,71,107,21634

89,107,74,22596

107,89,74,22515

74,107,89,22701

89,74,107,22539

89,107,77,23414

107,89,77,23326

77,107,89,23727

89,77,107,23444

89,107,80,24221

107,89,80,24131

80,107,89,24380

89,80,107,24347

89,107,83,25351

107,89,83,25256

83,107,89,25356

89,83,107,25257

89,107,86,26168

107,89,86,26069

86,107,89,26373

89,86,107,26156

89,107,89,26982

107,89,89,26885

89,89,107,27059

92,107,38,12337

107,92,38,12236

38,107,92,12893

92,38,107,12297

92,107,41,13184

107,92,41,13081

41,107,92,13517

92,41,107,13068

92,107,44,14026

107,92,44,13914

44,107,92,14566

92,44,107,14002

92,107,47,15196

107,92,47,15072

47,107,92,15620

92,47,107,14942

92,107,50,16042

107,92,50,15912

50,107,92,16244

92,50,107,15878

92,107,53,16894

107,92,53,16752

53,107,92,17296

92,53,107,16819

92,107,56,17728

107,92,56,17585

56,107,92,17974

92,56,107,17756

92,107,59,18901

107,92,59,18747

59,107,92,18977

92,59,107,18696

92,107,62,19752

107,92,62,19588

62,107,92,20029

92,62,107,19638

92,107,65,20597

107,92,65,20430

65,107,92,20656

92,65,107,20576

92,107,68,21435

107,92,68,21266

68,107,92,21704

92,68,107,21515

92,107,71,22606

107,92,71,22421

71,107,92,22756

92,71,107,22454

92,107,74,23453

107,92,74,23264

74,107,92,23384

92,74,107,23392

92,107,77,24300

107,92,77,24106

77,107,92,24435

92,77,107,24334

92,107,80,25141

107,92,80,24941

80,107,92,25109

92,80,107,25272

92,107,83,26312

107,92,83,26096

83,107,92,26113

92,83,107,26211

92,107,86,27158

107,92,86,26943

86,107,92,27163

92,86,107,27149

92,107,89,28006

107,92,89,27786

89,107,92,27787

92,89,107,28088

92,107,92,28846

107,92,92,28617

92,92,107,29026

95,107,38,12786

107,95,38,12631

38,107,95,13431

95,38,107,12735

95,107,41,13662

107,95,41,13499

41,107,95,14073

95,41,107,13541

95,107,44,14532

107,95,44,14357

44,107,95,15172

95,44,107,14511

95,107,47,15752

107,95,47,15559

47,107,95,16268

95,47,107,15488

95,107,50,16628

107,95,50,16429

50,107,95,16913

95,50,107,16459

95,107,53,17505

107,95,53,17295

53,107,95,18010

95,53,107,17434

95,107,56,18375

107,95,56,18155

56,107,95,18706

95,56,107,18407

95,107,59,19595

107,95,59,19352

59,107,95,19753

95,59,107,19377

95,107,62,20466

107,95,62,20223

62,107,95,20850

95,62,107,20351

95,107,65,21344

107,95,65,21091

65,107,95,21495

95,65,107,21324

95,107,68,22214

107,95,68,21950

68,107,95,22591

95,68,107,22299

95,107,71,23432

107,95,71,23149

71,107,95,23690

95,71,107,23272

95,107,74,24309

107,95,74,24018

74,107,95,24332

95,74,107,24243

95,107,77,25190

107,95,77,24891

77,107,95,25431

95,77,107,25221

95,107,80,26054

107,95,80,25750

80,107,95,26128

95,80,107,26191

95,107,83,27274

107,95,83,26943

83,107,95,27172

95,83,107,27170

95,107,86,28153

107,95,86,27816

86,107,95,28270

95,86,107,28140

95,107,89,29029

107,95,89,28684

89,107,95,28915

95,89,107,29113

95,107,92,29895

107,95,92,29546

92,107,95,30012

95,92,107,30088

95,107,95,31117

107,95,95,30738

95,95,107,31062

98,107,38,13050

107,98,38,13025

38,107,98,13807

98,38,107,12828

98,107,41,13951

107,98,41,13921

41,107,98,14471

98,41,107,13820

98,107,44,14838

107,98,44,14811

44,107,98,15594

98,44,107,14813

98,107,47,16077

107,98,47,16041

47,107,98,16722

98,47,107,15808

98,107,50,16974

107,98,50,16942

50,107,98,17389

98,50,107,16801

98,107,53,17875

107,98,53,17839

53,107,98,18519

98,53,107,17796

98,107,56,18763

107,98,56,18729

56,107,98,19237

98,56,107,18789

98,107,59,19993

107,98,59,19959

59,107,98,20306

98,59,107,19778

98,107,62,20894

107,98,62,20854

62,107,98,21437

98,62,107,20774

98,107,65,21791

107,98,65,21754

65,107,98,22100

98,65,107,21769

98,107,68,22677

107,98,68,22637

68,107,98,23225

98,68,107,22763

98,107,71,23917

107,98,71,23874

71,107,98,24354

98,71,107,23757

98,107,74,24813

107,98,74,24767

74,107,98,25018

98,74,107,24749

98,107,77,25715

107,98,77,25668

77,107,98,26149

98,77,107,25740

98,107,80,26600

107,98,80,26552

80,107,98,26868

98,80,107,26738

98,107,83,27838

107,98,83,27789

83,107,98,27941

98,83,107,27730

98,107,86,28735

107,98,86,28683

86,107,98,29066

98,86,107,28728

98,107,89,29632

107,98,89,29583

89,107,98,29732

98,89,107,29719

98,107,92,30524

107,98,92,30467

92,107,98,30860

98,92,107,30710

98,107,95,31755

107,98,95,31702

95,107,98,31988

98,95,107,31703

98,107,98,32657

107,98,98,32597

98,98,107,32698

101,107,38,13504

107,101,38,13423

38,107,101,14183

101,38,107,13270

101,107,41,14425

107,101,41,14347

41,107,101,14866

101,41,107,14299

101,107,44,15350

107,101,44,15261

44,107,101,16023

101,44,107,15327

101,107,47,16632

107,101,47,16533

47,107,101,17177

101,47,107,16353

101,107,50,17559

107,101,50,17456

50,107,101,17866

101,50,107,17381

101,107,53,18485

107,101,53,18380

53,107,101,19021

101,53,107,18407

101,107,56,19404

107,101,56,19296

56,107,101,19762

101,56,107,19434

101,107,59,20686

107,101,59,20564

59,107,101,20866

101,59,107,20464

101,107,62,21615

107,101,62,21490

62,107,101,22021

101,62,107,21491

101,107,65,22539

107,101,65,22414

65,107,101,22710

101,65,107,22520

101,107,68,23459

107,101,68,23327

68,107,101,23867

101,68,107,23550

101,107,71,24743

107,101,71,24599

71,107,101,25025

101,71,107,24579

101,107,74,25670

107,101,74,25521

74,107,101,25707

101,74,107,25605

101,107,77,26600

107,101,77,26446

77,107,101,26864

101,77,107,26635

101,107,80,27517

107,101,80,27361

80,107,101,27604

101,80,107,27659

101,107,83,28800

107,101,83,28636

83,107,101,28709

101,83,107,28688

101,107,86,29731

107,101,86,29559

86,107,101,29867

101,86,107,29716

101,107,89,30656

107,101,89,30481

89,107,101,30551

101,89,107,30745

101,107,92,31573

107,101,92,31394

92,107,101,31704

101,92,107,31772

101,107,95,32858

107,101,95,32668

95,107,101,32868

101,95,107,32802

101,107,98,33782

107,101,98,33593

98,107,101,33550

101,98,107,33831

101,107,101,34711

107,101,101,34512

101,101,107,34853

104,107,38,13791

107,104,38,13820

38,107,104,14551

104,38,107,13556

104,107,41,14738

107,104,41,14768

41,107,104,15252

104,41,107,14604

104,107,44,15679

107,104,44,15710

44,107,104,16438

104,44,107,15653

104,107,47,16985

107,104,47,17020

47,107,104,17628

104,47,107,16701

104,107,50,17934

107,104,50,17969

50,107,104,18333

104,50,107,17750

104,107,53,18878

107,104,53,18923

53,107,104,19522

104,53,107,18803

104,107,56,19823

107,104,56,19864

56,107,104,20281

104,56,107,19848

104,107,59,21128

107,104,59,21174

59,107,104,21415

104,59,107,20898

104,107,62,22075

107,104,62,22125

62,107,104,22598

104,62,107,21951

104,107,65,23025

107,104,65,23074

65,107,104,23306

104,65,107,22999

104,107,68,23964

107,104,68,24016

68,107,104,24495

104,68,107,24049

104,107,71,25268

107,104,71,25327

71,107,104,25683

104,71,107,25100

104,107,74,26217

107,104,74,26276

74,107,104,26388

104,74,107,26150

104,107,77,27166

107,104,77,27228

77,107,104,27576

104,77,107,27198

104,107,80,28107

107,104,80,28171

80,107,104,28334

104,80,107,28250

104,107,83,29411

107,104,83,29480

83,107,104,29469

104,83,107,29299

104,107,86,30362

107,104,86,30427

86,107,104,30657

104,86,107,30352

104,107,89,31310

107,104,89,31381

89,107,104,31358

104,89,107,31398

104,107,92,32249

107,104,92,32319

92,107,104,32546

104,92,107,32448

104,107,95,33555

107,104,95,33632

95,107,104,33738

104,95,107,33497

104,107,98,34502

107,104,98,34580

98,107,104,34436

104,98,107,34552

104,107,101,35471

107,104,101,35536

101,107,104,35630

104,101,107,35603

104,107,104,36398

107,104,104,36482

104,104,107,36650

107,107,38,14221

38,107,107,15093

107,38,107,13973

107,107,41,15197

41,107,107,15813

107,41,107,15055

107,107,44,16166

44,107,107,17048

107,44,107,16135

107,107,47,17523

47,107,107,18281

107,47,107,17221

107,107,50,18492

50,107,107,19003

107,50,107,18305

107,107,53,19467

53,107,107,20233

107,53,107,19385

107,107,56,20437

56,107,107,21020

107,56,107,20470

107,107,59,21784

59,107,107,22192

107,59,107,21550

107,107,62,22761

62,107,107,23424

107,62,107,22635

107,107,65,23738

65,107,107,24153

107,65,107,23716

107,107,68,24708

68,107,107,25385

107,68,107,24800

107,107,71,26068

71,107,107,26623

107,71,107,25883

107,107,74,27032

74,107,107,27342

107,74,107,26965

107,107,77,28009

77,107,107,28573

107,77,107,28049

107,107,80,28981

80,107,107,29359

107,80,107,29130

107,107,83,30340

83,107,107,30540

107,83,107,30211

107,107,86,31309

86,107,107,31767

107,86,107,31292

107,107,89,32284

89,107,107,32490

107,89,107,32373

107,107,92,33253

92,107,107,33723

107,92,107,33457

107,107,95,34612

95,107,107,34961

107,95,107,34546

107,107,98,35582

98,107,107,35682

107,98,107,35626

107,107,101,36558

101,107,107,36916

107,101,107,36708

107,107,104,37532

104,107,107,37704

107,104,107,37793

107,107,107,38873

41,110,41,6370

110,41,41,6078

41,41,110,6296

44,110,41,6861

110,44,41,6512

41,110,44,6760

44,41,110,6786

44,110,44,7290

110,44,44,6926

44,44,110,7272

47,110,41,7354

110,47,41,6951

41,110,47,7333

47,41,110,7277

47,110,44,7815

110,47,44,7391

44,110,47,7901

47,44,110,7796

47,110,47,8479

110,47,47,8011

47,47,110,8321

50,110,41,7648

110,50,41,7385

41,110,50,7737

50,41,110,7569

50,110,44,8125

110,50,44,7856

44,110,50,8340

50,44,110,8117

50,110,47,8830

110,50,47,8511

47,110,50,8938

50,47,110,8659

50,110,50,9303

110,50,50,8983

50,50,110,9203

53,110,41,8138

110,53,41,7822

41,110,53,8148

53,41,110,8062

53,110,44,8649

110,53,44,8320

44,110,53,8779

53,44,110,8642

53,110,47,9386

110,53,47,9015

47,110,53,9411

53,47,110,9217

53,110,50,9900

110,53,50,9514

50,110,53,9785

53,50,110,9808

53,110,53,10426

110,53,53,10015

53,53,110,10386

56,110,41,8459

110,56,41,8259

41,110,56,8540

56,41,110,8375

56,110,44,8989

110,56,44,8783

44,110,56,9206

56,44,110,8976

56,110,47,9748

110,56,47,9518

47,110,56,9871

56,47,110,9586

56,110,50,10287

110,56,50,10045

50,110,56,10265

56,50,110,10197

56,110,53,10832

110,56,53,10575

53,110,56,10928

56,53,110,10795

56,110,56,11361

110,56,56,11098

56,56,110,11408

59,110,41,8926

110,59,41,8694

41,110,59,9114

59,41,110,8843

59,110,44,9487

110,59,44,9245

44,110,59,9822

59,44,110,9480

59,110,47,10289

110,59,47,10015

47,110,59,10535

59,47,110,10121

59,110,50,10859

110,59,50,10574

50,110,59,10947

59,50,110,10767

59,110,53,11428

110,59,53,11131

53,110,59,11662

59,53,110,11401

59,110,56,11993

110,59,56,11686

56,110,59,12111

59,56,110,12066

59,110,59,12791

110,59,59,12460

59,59,110,12743

62,110,41,9415

110,62,41,9129

41,110,62,9523

62,41,110,9334

62,110,44,10016

110,62,44,9707

44,110,62,10262

62,44,110,10010

62,110,47,10857

110,62,47,10518

47,110,62,11003

62,47,110,10692

62,110,50,11460

110,62,50,11106

50,110,62,11439

62,50,110,11358

62,110,53,12063

110,62,53,11695

53,110,62,12180

62,53,110,12056

62,110,56,12657

110,62,56,12272

56,110,62,12655

62,56,110,12765

62,110,59,13502

110,62,59,13082

59,110,62,13360

62,59,110,13578

62,110,62,14104

110,62,62,13669

62,62,110,14256

65,110,41,9713

110,65,41,9566

41,110,65,9927

65,41,110,9626

65,110,44,10329

110,65,44,10172

44,110,65,10701

65,44,110,10328

65,110,47,11192

110,65,47,11024

47,110,65,11473

65,47,110,11042

65,110,50,11814

110,65,50,11637

50,110,65,11926

65,50,110,11738

65,110,53,12438

110,65,53,12250

53,110,65,12700

65,53,110,12466

65,110,56,13053

110,65,56,12860

56,110,65,13196

65,56,110,13288

65,110,59,13921

110,65,59,13713

59,110,65,13929

65,59,110,13732

65,110,62,14544

110,65,62,14325

62,110,65,14701

65,62,110,14424

65,110,65,15164

110,65,65,14936

65,65,110,15105

68,110,41,10206

110,68,41,9998

41,110,68,10326

68,41,110,10126

68,110,44,10851

110,68,44,10636

44,110,68,11128

68,44,110,10855

68,110,47,11761

110,68,47,11526

47,110,68,11930

68,47,110,11605

68,110,50,12413

110,68,50,12168

50,110,68,12409

68,50,110,12364

68,110,53,13071

110,68,53,12809

53,110,68,13214

68,53,110,13213

68,110,56,13715

110,68,56,13449

56,110,68,13727

68,56,110,13950

68,110,59,14627

110,68,59,14337

59,110,68,14492

68,59,110,14430

68,110,62,15284

110,68,62,14978

62,110,68,15297

68,62,110,15154

68,110,65,15953

110,68,65,15620

65,110,68,15774

68,65,110,15877

68,110,68,16583

110,68,68,16259

68,68,110,16601

71,110,41,10696

110,71,41,10437

41,110,71,10898

71,41,110,10610

71,110,44,11374

110,71,44,11101

44,110,71,11748

71,44,110,11391

71,110,47,12334

110,71,47,12028

47,110,71,12599

71,47,110,12193

71,110,50,13016

110,71,50,12697

50,110,71,13096

71,50,110,13074

71,110,53,13704

110,71,53,13368

53,110,71,13944

71,53,110,13843

71,110,56,14381

110,71,56,14036

56,110,71,14484

71,56,110,14368

71,110,59,15340

110,71,59,14962

59,110,71,15293

71,59,110,15127

71,110,62,16023

110,71,62,15635

62,110,71,16141

71,62,110,15887

71,110,65,16710

110,71,65,16302

65,110,71,16639

71,65,110,16647

71,110,68,17383

110,71,68,16968

68,110,71,17491

71,68,110,17409

71,110,71,18344

110,71,71,17894

71,71,110,18164

74,110,41,10991

110,74,41,10871

41,110,74,11303

74,41,110,10919

74,110,44,11691

110,74,44,11565

44,110,74,12183

74,44,110,11734

74,110,47,12667

110,74,47,12532

47,110,74,13064

74,47,110,12525

74,110,50,13375

110,74,50,13229

50,110,74,13584

74,50,110,13426

74,110,53,14080

110,74,53,13929

53,110,74,14464

74,53,110,13980

74,110,56,14773

110,74,56,14623

56,110,74,15025

74,56,110,14760

74,110,59,15755

110,74,59,15589

59,110,74,15865

74,59,110,15542

74,110,62,16460

110,74,62,16287

62,110,74,16746

74,62,110,16321

74,110,65,17165

110,74,65,16983

65,110,74,17261

74,65,110,17105

74,110,68,17860

110,74,68,17675

68,110,74,18140

74,68,110,17882

74,110,71,18841

110,74,71,18644

71,110,74,19026

74,71,110,18665

74,110,74,19544

110,74,74,19344

74,74,110,19444

77,110,41,11486

110,77,41,11308

41,110,77,11712

77,41,110,11410

77,110,44,12214

110,77,44,12029

44,110,77,12625

77,44,110,12261

77,110,47,13235

110,77,47,13033

47,110,77,13532

77,47,110,13190

77,110,50,13974

110,77,50,13762

50,110,77,14074

77,50,110,13797

77,110,53,14709

110,77,53,14490

53,110,77,14986

77,53,110,14609

77,110,56,15442

110,77,56,15210

56,110,77,15568

77,56,110,15425

77,110,59,16465

110,77,59,16211

59,110,77,16436

77,59,110,16243

77,110,62,17204

110,77,62,16944

62,110,77,17345

77,62,110,17055

77,110,65,17937

110,77,65,17667

65,110,77,17888

77,65,110,17872

77,110,68,18665

110,77,68,18384

68,110,77,18801

77,68,110,18685

77,110,71,19689

110,77,71,19391

71,110,77,19709

77,71,110,19503

77,110,74,20428

110,77,74,20118

74,110,77,20246

77,74,110,20320

77,110,77,21161

110,77,77,20845

77,77,110,21133

80,110,41,11804

110,80,41,11749

41,110,80,12110

80,41,110,11752

80,110,44,12549

110,80,44,12492

44,110,80,13052

80,44,110,12699

80,110,47,13599

110,80,47,13534

47,110,80,13992

80,47,110,13547

80,110,50,14360

110,80,50,14291

50,110,80,14554

80,50,110,14177

80,110,53,15122

110,80,53,15045

53,110,80,15498

80,53,110,15011

80,110,56,15867

110,80,56,15795

56,110,80,16100

80,56,110,15853

80,110,59,16916

110,80,59,16839

59,110,80,16997

80,59,110,16688

80,110,62,17675

110,80,62,17594

62,110,80,17940

80,62,110,17524

80,110,65,18431

110,80,65,18347

65,110,80,18501

80,65,110,18363

80,110,68,19181

110,80,68,19096

68,110,80,19443

80,68,110,19202

80,110,71,20229

110,80,71,20137

71,110,80,20384

80,71,110,20039

80,110,74,20988

110,80,74,20895

74,110,80,20947

80,74,110,20878

80,110,77,21744

110,80,77,21651

77,110,80,21886

80,77,110,21714

80,110,80,22495

110,80,80,22398

80,80,110,22552

83,110,41,12272

110,83,41,12182

41,110,83,12680

83,41,110,12218

83,110,44,13052

110,83,44,12957

44,110,83,13670

83,44,110,13196

83,110,47,14145

110,83,47,14042

47,110,83,14656

83,47,110,13869

83,110,50,14932

110,83,50,14825

50,110,83,15239

83,50,110,14741

83,110,53,15719

110,83,53,15606

53,110,83,16224

83,53,110,15609

83,110,56,16501

110,83,56,16382

56,110,83,16857

83,56,110,16481

83,110,59,17594

110,83,59,17466

59,110,83,17799

83,59,110,17354

83,110,62,18381

110,83,62,18249

62,110,83,18786

83,62,110,18223

83,110,65,19169

110,83,65,19029

65,110,83,19368

83,65,110,19098

83,110,68,19947

110,83,68,19809

68,110,83,20357

83,68,110,19969

83,110,71,21037

110,83,71,20890

71,110,83,21342

83,71,110,20839

83,110,74,21824

110,83,74,21674

74,110,83,21922

83,74,110,21710
